Context,Text Response
any one.," i need to sharpen this pencil.	i think there's one on the dining room table."
i think there's one on the dining room table.,"	i already looked there."
"i already looked there.	did you look in the desk drawer?",
"did you look in the desk drawer?	yes, i looked there, too.",
"yes, i looked there, too.	don't we have about five sharpeners?",
"don't we have about five sharpeners?	yes, but they seem to have legs.",
"yes, but they seem to have legs.","	tomorrow i'm going to buy an electric sharpener."
tomorrow i'm going to buy an electric sharpener.,"	get one with the rubber suction cups on the bottom."
get one with the rubber suction cups on the bottom.,"	yes. that way it will stay where i put it."
"i'm trying to stretch my dollars.	how are you doing that?",
"how are you doing that?	i started shopping at the dollar store.",
i started shopping at the dollar store.,"	that saves a lot of money."
that saves a lot of money.,"	i bought three pounds of potatoes for a dollar."
i bought three pounds of potatoes for a dollar.,"	that's a good deal."
that's a good deal.,"	yes, even though some of the potatoes had eyes."
"yes, even though some of the potatoes had eyes.","	just put them in the fridge."
just put them in the fridge.,"	also, i bought a can of cheap coffee and a bag of good coffee."
"also, i bought a can of cheap coffee and a bag of good coffee.	why did you do that?",
"why did you do that?	i mixed them together.",
i mixed them together.,"	if the coffee still tastes okay, that's a good idea."
"i really like this house.	can we afford it?",
"can we afford it?	they want 20 percent down.",
they want 20 percent down.,"	that's a lot of money."
that's a lot of money.,"	but the house is so nice."
but the house is so nice.,"	it's in a great neighborhood."
it's in a great neighborhood.,"	it's close to the beach."
it's close to the beach.,"	it's close to the freeways."
it's close to the freeways.,"	it's got a big yard."
it's got a big yard.,"	the kids love the house, too."
"the kids love the house, too.","	if we don't buy it, someone else will."
"if we don't buy it, someone else will.","	you're right. let's buy it now. we can worry later."
"we can't afford this house.	are you sure?",
"are you sure?	we will be house rich, but cash poor.",
"we will be house rich, but cash poor.	what do you mean?",
"what do you mean?	our monthly payments will be too high.",
"our monthly payments will be too high.	we won't have any money for other things?",
"we won't have any money for other things?	no, we won't have money for gas or food.",
"no, we won't have money for gas or food.	we'll be eating peanut butter sandwiches?",
we'll be eating peanut butter sandwiches?,"	without the peanut butter!"
,"without the peanut butter!	that's no good!"
"that's no good!	we have to find a cheaper house.",
we have to find a cheaper house.,"	of course. we can't live without gas or peanut butter."
that is a beautiful house.,"	i don't like it."
"i don't like it.	what's the matter with it?",
"what's the matter with it?	it's on the corner.",
"it's on the corner.	so?",
"so?	that means it gets twice as much traffic.",
that means it gets twice as much traffic.,"	you're right."
you're right.,"	when you're inside, you will always hear cars stopping and stopping at the intersection."
"when you're inside, you will always hear cars stopping and stopping at the intersection.","	or you'll hear the collision if someone doesn't stop."
or you'll hear the collision if someone doesn't stop.,"	or you'll see the collision if they crash into the house."
or you'll see the collision if they crash into the house.,"	let's find a house that's at the end of a dead end."
let's find a house that's at the end of a dead end.,"	that's perfect. the less traffic, the better."
i hate looking for an apartment.,"	me, too."
"me, too.","	we have a 2 o'clock appointment to see the one on main street."
we have a 2 o'clock appointment to see the one on main street.,"	we'd better get ready to go."
we'd better get ready to go.,"	it's an upstairs unit."
it's an upstairs unit.,"	that's good, because i don't want to live under people with loud feet."
"that's good, because i don't want to live under people with loud feet.","	and it's a corner unit."
and it's a corner unit.,"	that's great. we won't have neighbors on both sides of us."
that's great.," we won't have neighbors on both sides of us.	no pets are allowed."
no pets are allowed.,"	perfect. we don't have to listen to barking dogs."
perfect.," we don't have to listen to barking dogs.	and there are only six units in the whole building."
"and there are only six units in the whole building.	where's the checkbook?", i'm ready to rent it without even seeing it.
"did you call the manager?	yes.", he said he'd come over tomorrow.
"yes. he said he'd come over tomorrow.	did he say what time?",
"did he say what time?	yes.", he said he'd be here at 9 o'clock.
"yes. he said he'd be here at 9 o'clock.	did he understand what the problem is?",
"did he understand what the problem is?	yes.", i told him our doorbell doesn't work.
yes.," i told him our doorbell doesn't work.	it shouldn't take him long to fix it."
it shouldn't take him long to fix it.,"	i don't even know why we need to fix it."
i don't even know why we need to fix it.,"	in case we have visitors."
in case we have visitors.,"	but they can just knock on the door."
but they can just knock on the door.,"	actually, i want him to look at our carpet, too."
"actually, i want him to look at our carpet, too.","	yes, it would be nice if he'd give us a new carpet."
"do you like this house?	yes, it's beautiful.",
"yes, it's beautiful.","	it's perfect for us and the kids."
it's perfect for us and the kids.,"	three bedrooms, three bathrooms, and a big back yard."
"three bedrooms, three bathrooms, and a big back yard.","	and we can afford it!"
"and we can afford it!	so are we going to buy it?",
"so are we going to buy it?	i'm afraid not.",
"i'm afraid not.	it's too far from your job, isn't it?",
"it's too far from your job, isn't it?	i can't spend four hours on the road every day.",
i can't spend four hours on the road every day.,"	by the time you get home, you'll be too tired to even eat."
"by the time you get home, you'll be too tired to even eat.","	i won't be able to play with the kids."
i won't be able to play with the kids.,"	no, we have to find something closer to your job."
"boy, it's chilly outside, isn't it?	it sure is.",
it sure is.,"	in fact, it's chilly in the apartment, too."
"in fact, it's chilly in the apartment, too.","	let's turn on the heat."
let's turn on the heat.,"	i'll check to make sure that all the windows are shut."
i'll check to make sure that all the windows are shut.,"	it should be warmer in a few minutes."
it should be warmer in a few minutes.,"	it's so nice to have a heated apartment."
"it's so nice to have a heated apartment.	how did they survive in the old days?",
"how did they survive in the old days?	they had fireplaces.",
they had fireplaces.,"	someone had to chop the wood."
someone had to chop the wood.,"	and carry it into the house."
and carry it into the house.,"	all we have to do is flip a switch."
this is a nice neighborhood.,"	the streets are clean and quiet."
the streets are clean and quiet.,"	the neighbors don't party on the weekends."
the neighbors don't party on the weekends.,"	people take care of their lawns."
people take care of their lawns.,"	no rusty old cars are sitting in the front yards."
no rusty old cars are sitting in the front yards.,"	we never have to call the police about anything."
